GRID_ID,occ,eh,GRTS_No,STATE,stabb,Albers_X,Albers_Y,Latitude,Longitude,Sample,Surveyed2017,Surveyed2022,SiteType2017,SiteType2022,Grouping1,Grouping2,propCopeland,propCopelandInman,meanHumanMod_2021,meanNDVI_2017,ClusterCount
12206,3,0,Id-082,Idaho,ID,-1450000,2470000,44,-114.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.273928022,0.608916,0.004776364,38.53375938,63
12206,4,0,Id-082,Idaho,ID,-1450000,2470000,44,-114.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.273928022,0.608916,0.004776364,38.53375938,63
12223,1,0,Id-038,Wyoming,WY,-1200000,2430000,44,-111,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.496030492,0.505732,0.021479548,54.21611111,99
12223,2,0,Id-038,Wyoming,WY,-1200000,2430000,44,-111,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.496030492,0.505732,0.021479548,54.21611111,99
12223,3,0,Id-038,Wyoming,WY,-1200000,2430000,44,-111,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.496030492,0.505732,0.021479548,54.21611111,99
12223,4,0,Id-038,Wyoming,WY,-1200000,2430000,44,-111,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.496030492,0.505732,0.021479548,54.21611111,99
12226,1,0,Id-090,Wyoming,WY,-1150000,2420000,44,-110.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.726516479,0.808132,0.004303412,66.64988095,99
12226,2,0,Id-090,Wyoming,WY,-1150000,2420000,44,-110.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.726516479,0.808132,0.004303412,66.64988095,99
12226,3,0,Id-090,Wyoming,WY,-1150000,2420000,44,-110.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.726516479,0.808132,0.004303412,66.64988095,99
12226,4,1,Id-090,Wyoming,WY,-1150000,2420000,44,-110.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.726516479,0.808132,0.004303412,66.64988095,99
12227,1,0,Id-170,Wyoming,WY,-1140000,2410000,43.9,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.946804737,0.977747911,0.002363427,64.3434127,99
12227,2,0,Id-170,Wyoming,WY,-1140000,2410000,43.9,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.946804737,0.977747911,0.002363427,64.3434127,99
12227,3,0,Id-170,Wyoming,WY,-1140000,2410000,43.9,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.946804737,0.977747911,0.002363427,64.3434127,99
12227,4,0,Id-170,Wyoming,WY,-1140000,2410000,43.9,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.946804737,0.977747911,0.002363427,64.3434127,99
12324,1,0,Id-022,Idaho,ID,-1530000,2500000,44.1,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.330127897,0.648328,0.017226679,48.93825397,63
12324,2,0,Id-022,Idaho,ID,-1530000,2500000,44.1,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.330127897,0.648328,0.017226679,48.93825397,63
12324,3,0,Id-022,Idaho,ID,-1530000,2500000,44.1,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.330127897,0.648328,0.017226679,48.93825397,63
12324,4,0,Id-022,Idaho,ID,-1530000,2500000,44.1,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.330127897,0.648328,0.017226679,48.93825397,63
12325,1,0,Id-037,Idaho,ID,-1520000,2500000,44.1,-115.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.623813506,0.803124,0.00466504,49.35349206,63
12325,2,1,Id-037,Idaho,ID,-1520000,2500000,44.1,-115.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.623813506,0.803124,0.00466504,49.35349206,63
12325,3,0,Id-037,Idaho,ID,-1520000,2500000,44.1,-115.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.623813506,0.803124,0.00466504,49.35349206,63
12325,4,0,Id-037,Idaho,ID,-1520000,2500000,44.1,-115.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.623813506,0.803124,0.00466504,49.35349206,63
12333,1,0,Id-098,Idaho,ID,-1400000,2480000,44.1,-113.7,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.657388523,0.755524,0.002967698,30.36595238,24
12333,2,0,Id-098,Idaho,ID,-1400000,2480000,44.1,-113.7,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.657388523,0.755524,0.002967698,30.36595238,24
12333,3,0,Id-098,Idaho,ID,-1400000,2480000,44.1,-113.7,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.657388523,0.755524,0.002967698,30.36595238,24
12333,4,0,Id-098,Idaho,ID,-1400000,2480000,44.1,-113.7,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.657388523,0.755524,0.002967698,30.36595238,24
12348,1,0,Id-118,Wyoming,WY,-1180000,2440000,44.1,-110.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.990470913,0.995588,0.002434956,65.90506605,99
12348,2,0,Id-118,Wyoming,WY,-1180000,2440000,44.1,-110.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.990470913,0.995588,0.002434956,65.90506605,99
12348,3,0,Id-118,Wyoming,WY,-1180000,2440000,44.1,-110.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.990470913,0.995588,0.002434956,65.90506605,99
12348,4,0,Id-118,Wyoming,WY,-1180000,2440000,44.1,-110.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.990470913,0.995588,0.002434956,65.90506605,99
12349,1,0,Id-182,Wyoming,WY,-1170000,2430000,44.1,-110.7,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.724244695,0.826343305,0.010365521,62.41170635,99
12349,2,0,Id-182,Wyoming,WY,-1170000,2430000,44.1,-110.7,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.724244695,0.826343305,0.010365521,62.41170635,99
12349,3,0,Id-182,Wyoming,WY,-1170000,2430000,44.1,-110.7,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.724244695,0.826343305,0.010365521,62.41170635,99
12349,4,0,Id-182,Wyoming,WY,-1170000,2430000,44.1,-110.7,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.724244695,0.826343305,0.010365521,62.41170635,99
12356,1,0,Id-174,Wyoming,WY,-1060000,2420000,44.1,-109.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.330252173,0.740442962,0.007187847,38.45007937,4
12356,2,0,Id-174,Wyoming,WY,-1060000,2420000,44.1,-109.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.330252173,0.740442962,0.007187847,38.45007937,4
12356,3,0,Id-174,Wyoming,WY,-1060000,2420000,44.1,-109.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.330252173,0.740442962,0.007187847,38.45007937,4
12356,4,0,Id-174,Wyoming,WY,-1060000,2420000,44.1,-109.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.330252173,0.740442962,0.007187847,38.45007937,4
12449,1,0,Id-149,Idaho,ID,-1520000,2510000,44.2,-115.2,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.80351952,0.91786,0.00459104,48.47880952,63
12449,2,0,Id-149,Idaho,ID,-1520000,2510000,44.2,-115.2,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.80351952,0.91786,0.00459104,48.47880952,63
12449,3,1,Id-149,Idaho,ID,-1520000,2510000,44.2,-115.2,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.80351952,0.91786,0.00459104,48.47880952,63
12449,4,1,Id-149,Idaho,ID,-1520000,2510000,44.2,-115.2,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.80351952,0.91786,0.00459104,48.47880952,63
12459,1,0,Id-162,Idaho,ID,-1370000,2490000,44.3,-113.3,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.203644644,0.358221433,0.017189383,23.37543651,24
12459,2,0,Id-162,Idaho,ID,-1370000,2490000,44.3,-113.3,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.203644644,0.358221433,0.017189383,23.37543651,24
12459,3,0,Id-162,Idaho,ID,-1370000,2490000,44.3,-113.3,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.203644644,0.358221433,0.017189383,23.37543651,24
12459,4,0,Id-162,Idaho,ID,-1370000,2490000,44.3,-113.3,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.203644644,0.358221433,0.017189383,23.37543651,24
12470,1,0,Id-054,Idaho,ID,-1210000,2460000,44.2,-111.2,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.549360492,0.549308,0.019596576,60.75496032,6
12470,2,0,Id-054,Idaho,ID,-1210000,2460000,44.2,-111.2,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.549360492,0.549308,0.019596576,60.75496032,6
12470,3,0,Id-054,Idaho,ID,-1210000,2460000,44.2,-111.2,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.549360492,0.549308,0.019596576,60.75496032,6
12470,4,0,Id-054,Idaho,ID,-1210000,2460000,44.2,-111.2,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.549360492,0.549308,0.019596576,60.75496032,6
12478,1,0,Id-094,Wyoming,WY,-1090000,2440000,44.2,-109.7,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.834695313,0.946672,0.001786665,42.93944444,99
12478,2,0,Id-094,Wyoming,WY,-1090000,2440000,44.2,-109.7,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.834695313,0.946672,0.001786665,42.93944444,99
12478,3,0,Id-094,Wyoming,WY,-1090000,2440000,44.2,-109.7,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.834695313,0.946672,0.001786665,42.93944444,99
12478,4,0,Id-094,Wyoming,WY,-1090000,2440000,44.2,-109.7,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.834695313,0.946672,0.001786665,42.93944444,99
12576,1,0,Id-053,Idaho,ID,-1470000,2520000,44.4,-114.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.70937076,0.880672,0.032224165,42.52896825,63
12576,2,0,Id-053,Idaho,ID,-1470000,2520000,44.4,-114.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.70937076,0.880672,0.032224165,42.52896825,63
12576,3,0,Id-053,Idaho,ID,-1470000,2520000,44.4,-114.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.70937076,0.880672,0.032224165,42.52896825,63
12576,4,1,Id-053,Idaho,ID,-1470000,2520000,44.4,-114.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.70937076,0.880672,0.032224165,42.52896825,63
12585,1,0,Id-173,Idaho,ID,-1340000,2500000,44.4,-112.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.654746528,0.831906655,0.011265244,37.87801587,4
12585,2,0,Id-173,Idaho,ID,-1340000,2500000,44.4,-112.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.654746528,0.831906655,0.011265244,37.87801587,4
12585,3,0,Id-173,Idaho,ID,-1340000,2500000,44.4,-112.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.654746528,0.831906655,0.011265244,37.87801587,4
12585,4,0,Id-173,Idaho,ID,-1340000,2500000,44.4,-112.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.654746528,0.831906655,0.011265244,37.87801587,4
12599,1,0,Id-142,Wyoming,WY,-1130000,2460000,44.4,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.867256405,0.871977024,3.04E-05,150.9837698,99
12599,2,0,Id-142,Wyoming,WY,-1130000,2460000,44.4,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.867256405,0.871977024,3.04E-05,150.9837698,99
12599,3,0,Id-142,Wyoming,WY,-1130000,2460000,44.4,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.867256405,0.871977024,3.04E-05,150.9837698,99
12599,4,0,Id-142,Wyoming,WY,-1130000,2460000,44.4,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.867256405,0.871977024,3.04E-05,150.9837698,99
12600,1,0,Id-186,Wyoming,WY,-1120000,2460000,44.3,-110.1,No,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.980505522,0.997332,0.000145311,50.73794308,99
12600,2,0,Id-186,Wyoming,WY,-1120000,2460000,44.3,-110.1,No,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.980505522,0.997332,0.000145311,50.73794308,99
12600,3,0,Id-186,Wyoming,WY,-1120000,2460000,44.3,-110.1,No,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.980505522,0.997332,0.000145311,50.73794308,99
12600,4,0,Id-186,Wyoming,WY,-1120000,2460000,44.3,-110.1,No,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.980505522,0.997332,0.000145311,50.73794308,99
12601,1,0,Id-030,Wyoming,WY,-1100000,2450000,44.3,-109.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.906430332,0.9932,0.00058609,43.56869048,99
12601,2,0,Id-030,Wyoming,WY,-1100000,2450000,44.3,-109.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.906430332,0.9932,0.00058609,43.56869048,99
12601,3,1,Id-030,Wyoming,WY,-1100000,2450000,44.3,-109.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.906430332,0.9932,0.00058609,43.56869048,99
12601,4,0,Id-030,Wyoming,WY,-1100000,2450000,44.3,-109.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.906430332,0.9932,0.00058609,43.56869048,99
12602,1,0,Id-158,Wyoming,WY,-1090000,2450000,44.3,-109.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.607406633,0.837564,0.000383439,40.18646825,99
12602,2,1,Id-158,Wyoming,WY,-1090000,2450000,44.3,-109.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.607406633,0.837564,0.000383439,40.18646825,99
12602,3,0,Id-158,Wyoming,WY,-1090000,2450000,44.3,-109.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.607406633,0.837564,0.000383439,40.18646825,99
12602,4,0,Id-158,Wyoming,WY,-1090000,2450000,44.3,-109.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.607406633,0.837564,0.000383439,40.18646825,99
12616,1,0,Id-187,Wyoming,WY,-880000,2410000,44.2,-107.1,No,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.906377181,0.907351259,0.011153185,37.27547619,16
12616,2,0,Id-187,Wyoming,WY,-880000,2410000,44.2,-107.1,No,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.906377181,0.907351259,0.011153185,37.27547619,16
12616,3,0,Id-187,Wyoming,WY,-880000,2410000,44.2,-107.1,No,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.906377181,0.907351259,0.011153185,37.27547619,16
12616,4,0,Id-187,Wyoming,WY,-880000,2410000,44.2,-107.1,No,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.906377181,0.907351259,0.011153185,37.27547619,16
12695,1,1,Id-086,Idaho,ID,-1540000,2550000,44.5,-115.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.977255259,1,0.003449488,56.74948413,63
12695,2,0,Id-086,Idaho,ID,-1540000,2550000,44.5,-115.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.977255259,1,0.003449488,56.74948413,63
12695,3,0,Id-086,Idaho,ID,-1540000,2550000,44.5,-115.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.977255259,1,0.003449488,56.74948413,63
12695,4,1,Id-086,Idaho,ID,-1540000,2550000,44.5,-115.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.977255259,1,0.003449488,56.74948413,63
12696,1,1,Id-150,Idaho,ID,-1530000,2550000,44.5,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.743428636,0.851929185,0.00324885,54.56531916,63
12696,2,1,Id-150,Idaho,ID,-1530000,2550000,44.5,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.743428636,0.851929185,0.00324885,54.56531916,63
12696,3,0,Id-150,Idaho,ID,-1530000,2550000,44.5,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.743428636,0.851929185,0.00324885,54.56531916,63
12696,4,1,Id-150,Idaho,ID,-1530000,2550000,44.5,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.743428636,0.851929185,0.00324885,54.56531916,63
12699,1,0,Id-101,Idaho,ID,-1480000,2540000,44.5,-114.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.683214521,0.949312203,0.003182334,40.56484127,63
12699,2,1,Id-101,Idaho,ID,-1480000,2540000,44.5,-114.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.683214521,0.949312203,0.003182334,40.56484127,63
12699,3,1,Id-101,Idaho,ID,-1480000,2540000,44.5,-114.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.683214521,0.949312203,0.003182334,40.56484127,63
12699,4,0,Id-101,Idaho,ID,-1480000,2540000,44.5,-114.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.683214521,0.949312203,0.003182334,40.56484127,63
12705,1,0,Id-117,Idaho,ID,-1390000,2520000,44.5,-113.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.350665931,0.529209883,0.070135162,28.53555556,24
12705,2,0,Id-117,Idaho,ID,-1390000,2520000,44.5,-113.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.350665931,0.529209883,0.070135162,28.53555556,24
12705,3,1,Id-117,Idaho,ID,-1390000,2520000,44.5,-113.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.350665931,0.529209883,0.070135162,28.53555556,24
12705,4,0,Id-117,Idaho,ID,-1390000,2520000,44.5,-113.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.350665931,0.529209883,0.070135162,28.53555556,24
12714,1,0,Id-157,Idaho,ID,-1260000,2500000,44.5,-112,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.674984332,0.808669531,0.012933918,54.55634921,7
12714,2,0,Id-157,Idaho,ID,-1260000,2500000,44.5,-112,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.674984332,0.808669531,0.012933918,54.55634921,7
12714,3,0,Id-157,Idaho,ID,-1260000,2500000,44.5,-112,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.674984332,0.808669531,0.012933918,54.55634921,7
12714,4,0,Id-157,Idaho,ID,-1260000,2500000,44.5,-112,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.674984332,0.808669531,0.012933918,54.55634921,7
12720,1,0,Id-102,Wyoming,WY,-1170000,2480000,44.5,-110.8,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.671067292,0.759196963,0.017105677,46.86146946,99
12720,2,0,Id-102,Wyoming,WY,-1170000,2480000,44.5,-110.8,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.671067292,0.759196963,0.017105677,46.86146946,99
12720,3,0,Id-102,Wyoming,WY,-1170000,2480000,44.5,-110.8,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.671067292,0.759196963,0.017105677,46.86146946,99
12720,4,0,Id-102,Wyoming,WY,-1170000,2480000,44.5,-110.8,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.671067292,0.759196963,0.017105677,46.86146946,99
12722,1,0,Id-014,Wyoming,WY,-1140000,2480000,44.5,-110.5,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.77047971,0.770502164,0.012771655,153.8421429,99
12722,2,0,Id-014,Wyoming,WY,-1140000,2480000,44.5,-110.5,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.77047971,0.770502164,0.012771655,153.8421429,99
12722,3,0,Id-014,Wyoming,WY,-1140000,2480000,44.5,-110.5,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.77047971,0.770502164,0.012771655,153.8421429,99
12722,4,0,Id-014,Wyoming,WY,-1140000,2480000,44.5,-110.5,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.77047971,0.770502164,0.012771655,153.8421429,99
12740,1,0,Id-123,Wyoming,WY,-880000,2430000,44.4,-107.1,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.728870512,0.739776,0.013763446,35.70238426,16
12740,2,0,Id-123,Wyoming,WY,-880000,2430000,44.4,-107.1,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.728870512,0.739776,0.013763446,35.70238426,16
12740,3,0,Id-123,Wyoming,WY,-880000,2430000,44.4,-107.1,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.728870512,0.739776,0.013763446,35.70238426,16
12740,4,0,Id-123,Wyoming,WY,-880000,2430000,44.4,-107.1,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.728870512,0.739776,0.013763446,35.70238426,16
12821,1,0,Id-085,Idaho,ID,-1510000,2560000,44.6,-115.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.43099658,0.725485804,0.000646456,47.28920635,26
12821,2,0,Id-085,Idaho,ID,-1510000,2560000,44.6,-115.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.43099658,0.725485804,0.000646456,47.28920635,26
12821,3,0,Id-085,Idaho,ID,-1510000,2560000,44.6,-115.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.43099658,0.725485804,0.000646456,47.28920635,26
12821,4,0,Id-085,Idaho,ID,-1510000,2560000,44.6,-115.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.43099658,0.725485804,0.000646456,47.28920635,26
12825,1,0,Id-165,Idaho,ID,-1450000,2550000,44.6,-114.4,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.624210839,0.745902984,0.003922116,38.51746032,26
12825,2,0,Id-165,Idaho,ID,-1450000,2550000,44.6,-114.4,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.624210839,0.745902984,0.003922116,38.51746032,26
12825,3,0,Id-165,Idaho,ID,-1450000,2550000,44.6,-114.4,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.624210839,0.745902984,0.003922116,38.51746032,26
12825,4,0,Id-165,Idaho,ID,-1450000,2550000,44.6,-114.4,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.624210839,0.745902984,0.003922116,38.51746032,26
12843,1,0,Id-155,Wyoming,WY,-1180000,2500000,44.6,-111,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.374658542,0.550028,0.025588041,45.91496032,6
12843,2,0,Id-155,Wyoming,WY,-1180000,2500000,44.6,-111,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.374658542,0.550028,0.025588041,45.91496032,6
12843,3,0,Id-155,Wyoming,WY,-1180000,2500000,44.6,-111,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.374658542,0.550028,0.025588041,45.91496032,6
12843,4,0,Id-155,Wyoming,WY,-1180000,2500000,44.6,-111,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.374658542,0.550028,0.025588041,45.91496032,6
12845,1,0,Id-166,Wyoming,WY,-1150000,2490000,44.6,-110.6,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.797608481,0.889192,0.001348127,48.63577184,99
12845,2,0,Id-166,Wyoming,WY,-1150000,2490000,44.6,-110.6,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.797608481,0.889192,0.001348127,48.63577184,99
12845,3,0,Id-166,Wyoming,WY,-1150000,2490000,44.6,-110.6,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.797608481,0.889192,0.001348127,48.63577184,99
12845,4,0,Id-166,Wyoming,WY,-1150000,2490000,44.6,-110.6,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.797608481,0.889192,0.001348127,48.63577184,99
12847,1,0,Id-078,Wyoming,WY,-1130000,2490000,44.6,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.973061785,0.974896,0.000977472,60.67019841,99
12847,2,0,Id-078,Wyoming,WY,-1130000,2490000,44.6,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.973061785,0.974896,0.000977472,60.67019841,99
12847,3,0,Id-078,Wyoming,WY,-1130000,2490000,44.6,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.973061785,0.974896,0.000977472,60.67019841,99
12847,4,0,Id-078,Wyoming,WY,-1130000,2490000,44.6,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.973061785,0.974896,0.000977472,60.67019841,99
12863,1,0,Id-059,Wyoming,WY,-890000,2450000,44.5,-107.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.977969153,0.978152,0.023390933,40.72202381,16
12863,2,0,Id-059,Wyoming,WY,-890000,2450000,44.5,-107.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.977969153,0.978152,0.023390933,40.72202381,16
12863,3,0,Id-059,Wyoming,WY,-890000,2450000,44.5,-107.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.977969153,0.978152,0.023390933,40.72202381,16
12863,4,0,Id-059,Wyoming,WY,-890000,2450000,44.5,-107.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.977969153,0.978152,0.023390933,40.72202381,16
12944,1,1,Id-069,Idaho,ID,-1520000,2580000,44.8,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.907254374,0.986916052,0.001968301,48.91761905,63
